startT,endT,startT_sec,endT_sec,duration,interval,interface,reason,route
2016 Jan 15 22:21:02,2016 Jan 15 22:21:02,1452896462.0,1452896462.0,0.0,340.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 15 22:41:03,2016 Jan 15 22:41:04,1452897663.0,1452897664.0,1.0,1201.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 16 15:11:22,2016 Jan 16 15:11:23,1452957082.0,1452957083.0,1.0,59418.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 17 03:44:44,2016 Jan 17 03:44:44,1453002284.0,1453002284.0,0.0,45201.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 19 00:55:11,2016 Jan 19 00:55:11,1453164911.0,1453164911.0,0.0,162627.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 19 13:43:39,2016 Jan 19 13:43:39,1453211019.0,1453211019.0,0.0,46108.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 20 03:36:32,2016 Jan 20 03:36:33,1453260992.0,1453260993.0,1.0,49973.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 23 05:01:43,2016 Jan 23 05:01:43,1453525303.0,1453525303.0,0.0,264310.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 23 05:29:43,2016 Jan 23 05:29:43,1453526983.0,1453526983.0,0.0,1680.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 23 18:47:09,2016 Jan 23 18:47:09,1453574829.0,1453574829.0,0.0,47846.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 23 22:41:03,2016 Jan 23 22:41:03,1453588863.0,1453588863.0,0.0,14034.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 24 02:51:23,2016 Jan 24 02:51:23,1453603883.0,1453603883.0,0.0,15020.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 24 03:05:24,2016 Jan 24 03:05:24,1453604724.0,1453604724.0,0.0,841.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 24 03:15:47,2016 Jan 24 03:15:47,1453605347.0,1453605347.0,0.0,623.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 25 00:35:28,2016 Jan 25 00:35:28,1453682128.0,1453682128.0,0.0,76781.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 26 01:09:00,2016 Jan 26 01:09:00,1453770540.0,1453770540.0,0.0,88412.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 26 01:23:18,2016 Jan 26 01:23:18,1453771398.0,1453771398.0,0.0,858.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 27 23:02:32,2016 Jan 27 23:02:32,1453935752.0,1453935752.0,0.0,164354.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 28 03:10:20,2016 Jan 28 03:10:21,1453950620.0,1453950621.0,1.0,14868.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 28 04:06:12,2016 Jan 28 04:06:12,1453953972.0,1453953972.0,0.0,3351.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 28 08:10:39,2016 Jan 28 08:10:40,1453968639.0,1453968640.0,1.0,14667.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 28 12:57:53,2016 Jan 28 12:57:53,1453985873.0,1453985873.0,0.0,17233.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 28 13:13:36,2016 Jan 28 13:13:36,1453986816.0,1453986816.0,0.0,943.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 29 16:53:35,2016 Jan 29 16:56:24,1454086415.0,1454086584.0,169.0,99599.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 29 17:59:31,2016 Jan 29 18:02:53,1454090371.0,1454090573.0,202.0,3787.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jan 29 20:51:27,2016 Jan 29 20:51:53,1454100687.0,1454100713.0,26.0,10114.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb  4 13:31:38,2016 Feb  4 15:05:59,1454592698.0,1454598359.0,5661.0,491985.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb  5 20:55:04,2016 Feb  5 20:55:33,1454705704.0,1454705733.0,29.0,107345.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb  5 20:56:13,2016 Feb  5 20:57:24,1454705773.0,1454705844.0,71.0,40.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb  5 22:57:44,2016 Feb  5 22:58:21,1454713064.0,1454713101.0,37.0,7220.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb 11 22:42:57,2016 Feb 11 22:42:57,1455230577.0,1455230577.0,0.0,517476.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb 13 08:13:56,2016 Feb 13 08:13:56,1455351236.0,1455351236.0,0.0,120659.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb 17 17:23:39,2016 Feb 17 17:23:55,1455729819.0,1455729835.0,16.0,378583.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Feb 28 13:10:27,2016 Feb 28 13:10:27,1456665027.0,1456665027.0,0.0,935192.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar  3 04:05:04,2016 Mar  3 04:05:13,1456977904.0,1456977913.0,9.0,312877.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar  3 04:05:14,2016 Mar  3 04:05:23,1456977914.0,1456977923.0,9.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 17:23:04,2016 Mar 10 17:28:02,1457630584.0,1457630882.0,298.0,652661.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 17:28:02,2016 Mar 10 17:28:02,1457630882.0,1457630882.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:15:52,2016 Mar 10 22:17:51,1457648152.0,1457648271.0,119.0,17270.0,1/4,disabled,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:30:35,2016 Mar 10 22:32:45,1457649035.0,1457649165.0,130.0,764.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:45,2016 Mar 10 22:32:45,1457649165.0,1457649165.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:45,2016 Mar 10 22:32:45,1457649165.0,1457649165.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:45,2016 Mar 10 22:32:45,1457649165.0,1457649165.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:46,2016 Mar 10 22:32:46,1457649166.0,1457649166.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:46,2016 Mar 10 22:32:46,1457649166.0,1457649166.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:46,2016 Mar 10 22:32:46,1457649166.0,1457649166.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:46,2016 Mar 10 22:32:47,1457649166.0,1457649167.0,1.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:47,2016 Mar 10 22:32:47,1457649167.0,1457649167.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:47,2016 Mar 10 22:32:47,1457649167.0,1457649167.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 10 22:32:48,2016 Mar 10 22:32:48,1457649168.0,1457649168.0,0.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 10:00:33,2016 Mar 22 10:02:45,1458640833.0,1458640965.0,132.0,991665.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 10:02:46,2016 Mar 22 11:30:28,1458640966.0,1458646228.0,5262.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 11:51:02,2016 Mar 22 20:09:35,1458647462.0,1458677375.0,29913.0,1234.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:10:14,2016 Mar 22 20:10:14,1458677414.0,1458677414.0,0.0,39.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:10:14,2016 Mar 22 20:10:15,1458677414.0,1458677415.0,1.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:10:15,2016 Mar 22 20:10:16,1458677415.0,1458677416.0,1.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:10:17,2016 Mar 22 20:10:17,1458677417.0,1458677417.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:25:38,2016 Mar 22 20:25:39,1458678338.0,1458678339.0,1.0,921.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:25:39,2016 Mar 22 20:25:39,1458678339.0,1458678339.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Mar 22 20:26:23,2016 Mar 22 20:26:23,1458678383.0,1458678383.0,0.0,44.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:44,2016 Apr  1 14:00:44,1459519244.0,1459519244.0,0.0,840861.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:49,2016 Apr  1 14:00:50,1459519249.0,1459519250.0,1.0,5.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:51,2016 Apr  1 14:00:52,1459519251.0,1459519252.0,1.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:52,2016 Apr  1 14:00:52,1459519252.0,1459519252.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:52,2016 Apr  1 14:00:53,1459519252.0,1459519253.0,1.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:54,2016 Apr  1 14:00:54,1459519254.0,1459519254.0,0.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:00:54,2016 Apr  1 14:01:00,1459519254.0,1459519260.0,6.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:01:01,2016 Apr  1 14:01:01,1459519261.0,1459519261.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:01:01,2016 Apr  1 14:01:02,1459519261.0,1459519262.0,1.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:01:02,2016 Apr  1 14:01:02,1459519262.0,1459519262.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr  1 14:01:02,2016 Apr  1 14:01:02,1459519262.0,1459519262.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 16 03:35:58,2016 Apr 16 03:35:59,1460777758.0,1460777759.0,1.0,1258496.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 18 20:00:45,2016 Apr 18 20:03:23,1461009645.0,1461009803.0,158.0,231886.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 20 18:36:52,2016 Apr 20 18:36:53,1461177412.0,1461177413.0,1.0,167609.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 27 13:09:24,2016 Apr 27 13:45:02,1461762564.0,1461764702.0,2138.0,585151.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 27 13:45:11,2016 Apr 27 13:45:34,1461764711.0,1461764734.0,23.0,9.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 27 13:52:27,2016 Apr 27 13:52:27,1461765147.0,1461765147.0,0.0,413.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Apr 27 13:52:27,2016 Apr 27 13:52:36,1461765147.0,1461765156.0,9.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May  2 10:14:57,2016 May  2 10:31:11,1462184097.0,1462185071.0,974.0,418941.0,1/4,disabled,SouthRoute_CHI_AMS_ChiMLXe4
2016 May  6 12:17:45,2016 May  6 12:17:45,1462537065.0,1462537065.0,0.0,351994.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May  6 12:17:45,2016 May  6 13:36:26,1462537065.0,1462541786.0,4721.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 10 02:43:21,2016 May 10 10:10:49,1462848201.0,1462875049.0,26848.0,306415.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 10 10:11:25,2016 May 10 10:11:26,1462875085.0,1462875086.0,1.0,36.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:31:46,2016 May 18 09:31:46,1463563906.0,1463563906.0,0.0,688820.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:32:45,2016 May 18 09:32:46,1463563965.0,1463563966.0,1.0,59.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:32:46,2016 May 18 09:32:46,1463563966.0,1463563966.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:32:49,2016 May 18 09:32:49,1463563969.0,1463563969.0,0.0,3.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:35,2016 May 18 09:34:36,1463564075.0,1463564076.0,1.0,106.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:38,2016 May 18 09:34:38,1463564078.0,1463564078.0,0.0,2.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:40,2016 May 18 09:34:46,1463564080.0,1463564086.0,6.0,2.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:46,2016 May 18 09:34:46,1463564086.0,1463564086.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:47,2016 May 18 09:34:47,1463564087.0,1463564087.0,0.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:56,2016 May 18 09:34:58,1463564096.0,1463564098.0,2.0,9.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:34:58,2016 May 18 09:34:58,1463564098.0,1463564098.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:36:54,2016 May 18 09:36:55,1463564214.0,1463564215.0,1.0,116.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:38:23,2016 May 18 09:38:25,1463564303.0,1463564305.0,2.0,88.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 18 09:39:22,2016 May 18 09:39:22,1463564362.0,1463564362.0,0.0,57.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:17:28,2016 May 22 05:17:31,1463894248.0,1463894251.0,3.0,329886.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:17:31,2016 May 22 05:17:31,1463894251.0,1463894251.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:17:31,2016 May 22 05:17:33,1463894251.0,1463894253.0,2.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:17:33,2016 May 22 05:17:34,1463894253.0,1463894254.0,1.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:17:34,2016 May 22 05:17:34,1463894254.0,1463894254.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:18:40,2016 May 22 05:18:40,1463894320.0,1463894320.0,0.0,66.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:18:41,2016 May 22 05:18:48,1463894321.0,1463894328.0,7.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:18:49,2016 May 22 05:18:49,1463894329.0,1463894329.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:18:50,2016 May 22 05:18:50,1463894330.0,1463894330.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 05:18:51,2016 May 22 05:18:51,1463894331.0,1463894331.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:05:07,2016 May 22 06:32:41,1463897107.0,1463898761.0,1654.0,2776.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:32:42,2016 May 22 06:32:42,1463898762.0,1463898762.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:32:42,2016 May 22 06:32:43,1463898762.0,1463898763.0,1.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:32:43,2016 May 22 06:32:44,1463898763.0,1463898764.0,1.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:32:44,2016 May 22 06:32:44,1463898764.0,1463898764.0,0.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:32:52,2016 May 22 06:34:01,1463898772.0,1463898841.0,69.0,8.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:34:01,2016 May 22 06:34:01,1463898841.0,1463898841.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:34:01,2016 May 22 06:34:02,1463898841.0,1463898842.0,1.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:34:02,2016 May 22 06:34:03,1463898842.0,1463898843.0,1.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:34:03,2016 May 22 06:34:03,1463898843.0,1463898843.0,0.0,0.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 22 06:37:59,2016 May 22 06:38:00,1463899079.0,1463899080.0,1.0,236.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 31 19:09:30,2016 May 31 19:09:33,1464721770.0,1464721773.0,3.0,822690.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 31 19:09:34,2016 May 31 19:09:35,1464721774.0,1464721775.0,1.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 31 19:09:36,2016 May 31 19:09:36,1464721776.0,1464721776.0,0.0,1.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 May 31 19:09:37,2016 May 31 19:09:37,1464721777.0,1464721777.0,0.0,1.0,1/4,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun  1 20:53:50,2016 Jun  1 20:53:51,1464814430.0,1464814431.0,1.0,92653.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun  1 20:54:45,2016 Jun  1 20:54:48,1464814485.0,1464814488.0,3.0,54.0,1/4,disabled,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun  7 22:57:46,2016 Jun  7 22:57:47,1465340266.0,1465340267.0,1.0,525778.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 10 10:36:25,2016 Jun 10 10:36:26,1465554985.0,1465554986.0,1.0,214718.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 21 18:50:41,2016 Jun 21 18:50:42,1466535041.0,1466535042.0,1.0,980055.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 21 19:31:45,2016 Jun 21 19:31:46,1466537505.0,1466537506.0,1.0,2463.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 21 19:31:46,2016 Jun 21 19:31:49,1466537506.0,1466537509.0,3.0,0.0,1/4,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 28 06:10:48,2016 Jun 28 06:16:41,1467094248.0,1467094601.0,353.0,556739.0,1/13,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 28 06:17:04,2016 Jun 28 06:17:36,1467094624.0,1467094656.0,32.0,23.0,1/13,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 28 06:17:36,2016 Jun 28 06:17:37,1467094656.0,1467094657.0,1.0,0.0,1/13,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 28 06:36:27,2016 Jun 28 07:36:40,1467095787.0,1467099400.0,3613.0,1130.0,1/13,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 28 07:36:44,2016 Jun 28 07:38:57,1467099404.0,1467099537.0,133.0,4.0,1/13,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jun 28 07:38:58,2016 Jun 28 07:38:58,1467099538.0,1467099538.0,0.0,1.0,1/13,link down,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jul  1 03:43:35,2016 Jul  1 03:45:32,1467344615.0,1467344732.0,117.0,245077.0,1/13,local fault,SouthRoute_CHI_AMS_ChiMLXe4
2016 Jul  8 17:34:25,2016 Jul  8 17:34:25,1467999265.0,1467999265.0,0.0,654533.0,1/13,local fault,SouthRoute_CHI_AMS_ChiMLXe4
